name,screen_name,location,url,followers_count,friends_count,statuses_count,created_at,bySheet,keywords,display_url,listed_count,favourites_count,expanded_url,location,description
Rep. Roger Williams,RepRWilliams,Central Texas,http://t.co/JVoBEX18T4,8052,690,2925,Thu Jan 10 19:21:22 +0000 2013,House of Representatives,"Williams, Roger",,477,395,,Central Texas,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.
Roger Williams NM,RogerWilliamsNM,282 North Main St. Prov. RI ,http://t.co/QlrjNOWH8E,802,250,571,Tue Sep 29 17:09:20 +0000 2009,House of Representatives,"Williams, Roger",,55,16,,282 North Main St. Prov. RI ,Roger Williams NM commemorates the life and legacy of the founder of RI. The Memorial is on the site of the original 1636 settlement.
Roger Williams NM,rowi1636,282 North Main St Prov. RI,http://t.co/ljrEaTOePW,1955,240,636,Tue Sep 30 21:17:23 +0000 2014,House of Representatives,"Williams, Roger",,58,65,,282 North Main St Prov. RI,The official twitter account for Roger Williams National Memorial.
Roger Williams,RogerWilliamsTX,Texas,http://t.co/Y5B821OgFV,4004,2171,1933,Wed Dec 17 19:38:09 +0000 2008,House of Representatives,"Williams, Roger",,180,7,,Texas,Conservative Republican candidate for US Congress. #TX25
Roger Williams Univ,myrwu,"Bristol, Rhode Island",http://t.co/nz8bNERO8Q,8593,1972,9854,Thu Dec 18 18:52:31 +0000 2008,House of Representatives,"Williams, Roger",,202,1869,,"Bristol, Rhode Island","The official Roger Williams University Twitter account. Get the latest on #RWU news, events, student life and more. Have questions? Ask us. Go Hawks! #myrwu"
Roger Ross Williams,RogerRossWill,"New York, NY",https://t.co/fQlJzCsZvQ,4971,1897,2899,Mon Feb 13 13:37:23 +0000 2012,House of Representatives,"Williams, Roger",,182,469,,"New York, NY","Filmmaker, Music by Prudence (2010 Academy Award), God Loves Uganda (2013), Life Animated (2016 Sundance Directing award, Academy Award Nomination )."
Roger Williams Comm.,RWUCOMM,"Bristol, RI",http://t.co/i5d7guNCeu,763,880,769,Tue Sep 13 01:29:03 +0000 2011,House of Representatives,"Williams, Roger",,21,51,,"Bristol, RI",This is the Twitter account for Roger Williams University Dept. of Communication & Graphic Design. Follow us for department and Alumn news and much more!
Roger Williams,RogerWilliamsNY,New York,,478,497,5088,Sun Nov 30 02:37:39 +0000 2008,House of Representatives,"Williams, Roger",,8,1155,,New York,
"Life, Animated",LifeAnimatedDoc,"New York, NY",http://t.co/mNGThscZHy,2889,95,470,Fri Mar 07 08:01:41 +0000 2014,House of Representatives,"Williams, Roger",,53,104,,"New York, NY",A documentary film by Academy Award winning filmmaker Roger Ross Williams based on a book by Pulitzer Prize winning author Ron Suskind
Roger K. Williams,RogertheITSMGuy,North Carolina,https://t.co/as329q7oRM,206,106,614,Sun Apr 19 17:52:30 +0000 2009,House of Representatives,"Williams, Roger",,14,921,,North Carolina,"Research Director at Gartner, big thinker at home. Views expressed are strictly my own."
Roger Williams PRSSA,RWU_PRSSA,"Bristol, RI",https://t.co/f2YXRntzXl,901,518,2096,Thu Nov 05 03:50:28 +0000 2009,House of Representatives,"Williams, Roger",,66,299,,"Bristol, RI",Making Professional Waves ~ RWU_PRSSA is the Roger Williams University Public Relations Student Society of America. Meetings are Tuesdays at 7pm in GHH 105
AIAS Roger Williams,AIASRWU,"Bristol, RI",http://t.co/3lhiJwWA3e,616,916,834,Wed May 25 06:32:52 +0000 2011,House of Representatives,"Williams, Roger",,12,310,,"Bristol, RI",The Official Twitter account for The American Institute of Architecture Students Chapter at Roger Williams University aias@g.rwu.edu
Francisco Brito,FranEsteban,,,195,372,835,Tue Apr 06 17:45:00 +0000 2010,House of Representatives,"Williams, Roger",,0,38,,,"estudiante de derecho. Me gusta el tenis, jugadores favoritos venus williams y roger federer y serena cuando pierde venus"
Roger Williams,RoogerWilliams,"Cirencester, England",,354,638,18207,Sat Dec 04 08:48:24 +0000 2010,House of Representatives,"Williams, Roger",,152,6254,,"Cirencester, England","Interests in Critical Management, Social Philosophy, Science in Action, large-scale IT, Humanity, Civilisation, Archaeology, Bridge"
Roger Williams,RIRogerWilliams,"Rhode Island, USA",,224,210,1847,Mon Jan 20 20:09:47 +0000 2014,House of Representatives,"Williams, Roger",,1,172,,"Rhode Island, USA","Born in England.  Founded Rhode Island, the #ThinkSmallState"
Roger S. Williams,publishliterary,Central Jersey,https://t.co/WTYNg4g5S0,290,179,67,Fri Jun 19 15:21:28 +0000 2009,House of Representatives,"Williams, Roger",,22,0,,Central Jersey,Literary Agent with over 32 years in the book biz as bookseller and sales director.
Roger Williams,MrPiano88,"Los Angeles, CA",http://t.co/MJHkQpuPgc,182,499,27,Tue May 18 23:39:08 +0000 2010,House of Representatives,"Williams, Roger",,8,0,,"Los Angeles, CA","Legendary pianist Roger Williams was named by Billboard Magazine as the number one selling piano recording artist of all-time.
He died Oct. 8th at 87."
Marina Armanious,MarinaaNader,Australia,,561,173,3209,Thu Jan 12 21:09:55 +0000 2012,House of Representatives,"Williams, Roger",,4,689,,Australia,"Roger Federer, The Williams sisters, Tomas Berdych and Andy Murray replied to me! Jealous yet? No! Ok @djokernole and @jelenaristicNDF are following me!"
Roger Williams,Roger_Williams,"Minneapolis, MN",,154,247,655,Thu Mar 19 19:57:32 +0000 2009,House of Representatives,"Williams, Roger",,3,10,,"Minneapolis, MN",
"Michael Burgess, MD",michaelcburgess,"Washington, DC/Lake Dallas, TX",http://t.co/qj3aLBJUa9,25392,1793,4871,Wed Aug 06 15:25:19 +0000 2008,House of Representatives,"Burgess, Michael",,1438,117,,"Washington, DC/Lake Dallas, TX","Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life"
Michael Burgess,MBurgessPhoto,"Atlanta, GA",https://t.co/bJuMO3vpmp,169917,3620,3603,Tue Jun 22 06:55:13 +0000 2010,House of Representatives,"Burgess, Michael",,24,209,,"Atlanta, GA","Professional Photographer/Photojournalist. Single, all animal/ most people lover. I tell it like it is. NRA Life Member. https://t.co/5oN0djeKC5"
Michael Burgess,MichaelBurgess6,"Lubbock, TX",,1397,1000,15761,Wed Nov 16 00:23:24 +0000 2011,House of Representatives,"Burgess, Michael",,6,11614,,"Lubbock, TX",I mean i wake up in the morning and i piss excellence| CKG| TTU ΑΤΩ
Michael Burgess,MikeJBurgess,"Manchester, England",https://t.co/Y5m8fTejtK,348,675,34316,Fri Feb 11 18:47:20 +0000 2011,House of Representatives,"Burgess, Michael",,13,1640,,"Manchester, England",Porg Rustler
Health Caucus,HealthCaucus,"Washington, D.C.",http://t.co/25cyergSQU,12142,466,1210,Wed Feb 04 01:49:08 +0000 2009,House of Representatives,"Burgess, Michael",,543,3,,"Washington, D.C.","Official Twitter of the Congressional Health Caucus; Rep. Michael C. Burgess, M.D., Co-Chairman (@michaelcburgess) . Tweets from staff"
Michael C. Burgess,Byronik,"San Diego, California",https://t.co/4dOWdv8d33,492,1516,7776,Wed Nov 19 09:15:17 +0000 2008,House of Representatives,"Burgess, Michael",,29,281,,"San Diego, California","Actor, journalist, activist, public speaker, editor of fine newspapers & whatnot. See https://t.co/liVzbgdhaQ"
Michael Burgess,RealMBurgess,,http://t.co/SS2GiOMKVB,221,370,1937,Mon Dec 10 12:38:38 +0000 2012,House of Representatives,"Burgess, Michael",,9,772,,,"Actor/Writer. My new comedy spoof, The Boy On The Train https://t.co/PZv17YHESK"
Michael Burgess,BurgessMlbcons,Western Australia,http://t.co/yj5HGHTjfI,134,211,487,Mon Oct 03 11:58:13 +0000 2011,House of Representatives,"Burgess, Michael",,23,52,,Western Australia,"Consultant, Coach and Mentor for Digital Strategies and Career Pathways. Conference presentations are being well received."
Michael Burgess,michael2burgess,,,263,183,470,Sat Feb 25 01:33:48 +0000 2012,House of Representatives,"Burgess, Michael",,0,409,,,
Michael Burgess,mikeburgess99,Auckland,http://t.co/CXXZXCqDRm,905,277,827,Tue Feb 12 06:32:50 +0000 2013,House of Representatives,"Burgess, Michael",,29,13,,Auckland,"Sports writer for New Zealand Herald, Herald on Sunday and NZME."
Michael Burgess,Michael_B322,"Gainesville, Ga",,1068,1825,37710,Tue Feb 21 02:57:11 +0000 2012,House of Representatives,"Burgess, Michael",,70,19109,,"Gainesville, Ga","Disney Fanatic, Ga Tech, Flyers, Falcons, Braves, Hawks, Golf, Hunting & Outdoors. Husband and Father to 3 Awesome Kids. God Is My Savior"
MichaelBurgess,mgkburgess,,,422,273,1132,Mon Dec 10 14:40:21 +0000 2012,House of Representatives,"Burgess, Michael",,2,200,,,@OCranleighanCC / @PrioryLlamas / Loughborough University Graduate / @SussexCCC Cricketer / @mandhcricket sponsored player and @jatamanagement 👍🏻
Michael Burgess,WelshJourno,"Port Talbot, Wales",https://t.co/YP1qtry7Mo,1130,2281,6923,Mon Feb 23 16:42:04 +0000 2009,House of Representatives,"Burgess, Michael",,51,1046,,"Port Talbot, Wales","BBC journalist and producer, former Sky News journalist, writer, illustrator, video editor, Welshman. Tweets and opinions are my own."
Michael Burgess,Michael_Burgess,Chicago,http://t.co/d6iWUuNUqD,82,190,388,Sat Mar 14 19:24:38 +0000 2009,House of Representatives,"Burgess, Michael",,0,35,,Chicago,
Michael T Burgess,MarsboyMike,Toronto,https://t.co/jGcMouBIbN,748,1000,4099,Tue May 26 20:34:21 +0000 2009,House of Representatives,"Burgess, Michael",,28,2853,,Toronto,A Toronto-based screenwriter.
Michael Burgess,mikeybeyou,,https://t.co/gt7nTPz1Hs,658,716,1542,Sat Oct 28 23:43:40 +0000 2017,House of Representatives,"Burgess, Michael",,1,1376,,,"Sometimes in the heat of the moment we forget this is our one opportunity to live, so make it spectacular!"
michael burgess,burgess_mikey,vancouver B.C,,55,13,652,Sun Jun 10 23:30:22 +0000 2012,House of Representatives,"Burgess, Michael",,1,201,,vancouver B.C,Michael loves finger painting and carft dinner with hotdogs
MICHAEL BURGESS,BAKETHEBEST,ainsdale,,760,547,26446,Wed May 26 13:11:51 +0000 2010,House of Representatives,"Burgess, Michael",,38,20255,,ainsdale,"lifelong liverpool fan only been to seven european cup finals.,nine fa cup finals three uefa cup ,nine league cup finals and seen 11 league titles."
Michael John Burgess,michaeljburgess,"Sutton, Surrey, ",http://t.co/5tINp7E0Ep,852,1378,129807,Mon Sep 13 09:16:42 +0000 2010,House of Representatives,"Burgess, Michael",,21,58,,"Sutton, Surrey, ",I am back I am using this account again now so please join me for my tweets
Michael Burgess,MichaelBurgess2,"Greensboro, NC",,175,732,23,Tue Apr 26 16:04:48 +0000 2011,House of Representatives,"Burgess, Michael",,0,5,,"Greensboro, NC",Aspiring teacher/principal and future business owner add me on snap mikeburgess_828
Blake Farenthold,farenthold,"Corpus Christi, TX",http://t.co/pkXZtbphWU,21649,1039,6558,Fri Dec 05 12:32:52 +0000 2008,House of Representatives,"Farenthold, Blake",,925,108,,"Corpus Christi, TX",Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport
Blake Farenthold,Elect_Blake,TX-27,http://t.co/AK6UClj9xM,798,1346,729,Wed Nov 25 14:07:00 +0000 2009,House of Representatives,"Farenthold, Blake",,41,91,,TX-27,The official campaign twitter account of US Representative Blake Farenthold and Team Blake.
Investigate Blake,FarentholdLies,,,9,36,2,Thu Jul 05 15:05:52 +0000 2012,House of Representatives,"Farenthold, Blake",,1,0,,,
Blake Farenthold,BlakeFarenthold,,,5,0,0,Sat Sep 28 23:11:39 +0000 2013,House of Representatives,"Farenthold, Blake",,0,0,,,
Blake Farenthold,FlakeBarenthold,Corpus Ch,,15,127,26,Tue Jul 25 19:57:45 +0000 2017,House of Representatives,"Farenthold, Blake",,0,13,,Corpus Ch,"A modern day Aaron Burr, but less fleet of foot. Challenging all hippies, nuns, preschoolers, kittens, and northerners (like West Virginia) to a duel."
Blake Farenthold,BlakeTXespanol,"Corpus Christi, TX",http://t.co/1T64E644h9,11,0,0,Tue Sep 17 18:23:32 +0000 2013,House of Representatives,"Farenthold, Blake",,1,0,,"Corpus Christi, TX",Orgullosamente sirviendo el vigésimo séptimo distrito de Texas en el Congreso
Blake Farenthold,BFarenthold,,,1,0,0,Fri Sep 02 18:28:00 +0000 2016,House of Representatives,"Farenthold, Blake",,0,0,,,
Blake Farenthold,BlakeFarebear,,,11,8,28,Thu Sep 08 18:31:25 +0000 2016,House of Representatives,"Farenthold, Blake",,0,8,,,
Rep. Henry Cuellar,RepCuellar,"Laredo, Texas / Washington DC",http://t.co/rZ3u1gyJo5,19950,2087,4614,Mon Nov 01 20:20:17 +0000 2010,House of Representatives,"Cuellar, Henry",,842,272,,"Laredo, Texas / Washington DC",Serving the 28th District of Texas in U.S. House of Representatives
Rep. Henry Cuellar,CuellarCampaign,,,268,109,36,Sun Mar 03 19:27:35 +0000 2013,House of Representatives,"Cuellar, Henry",,25,0,,,Official campaign account for Congressman Henry Cuellar (TX-28). http://t.co/apZsNRZpyS
Henry Cuellar,HenryCuellar,,http://t.co/9Lty8SiQrq,13,33,42,Sun Apr 12 00:02:36 +0000 2009,House of Representatives,"Cuellar, Henry",,0,0,,,
Henry Cuellar,HenryCuellar47,Honduras,,13,95,1,Sat Feb 25 23:38:17 +0000 2017,House of Representatives,"Cuellar, Henry",,0,0,,Honduras,Dios es Fiel
Henry Cuellar,HenryCuellar3,Ciudad Juarez,,1,7,5,Sat Aug 04 05:44:35 +0000 2012,House of Representatives,"Cuellar, Henry",,0,1,,Ciudad Juarez,Me dedico a manejar Antros y Restaurants Bar
Henry Cuellar Pinson,CuellarPinson,"Granada, Colombia",,17,59,189,Tue Sep 26 19:15:30 +0000 2017,House of Representatives,"Cuellar, Henry",,0,189,,"Granada, Colombia",Serio y respetuoso
Henry Gaston Cuellar,HenryCuellar45,Paraguay,,88,390,71,Wed Jun 29 14:54:38 +0000 2011,House of Representatives,"Cuellar, Henry",,0,0,,Paraguay,Alentar al ciclón en las buenas y en las malas
Henry Nelson Quezada,quezada_cuellar,,,7,54,5,Wed Jun 12 17:26:35 +0000 2013,House of Representatives,"Cuellar, Henry",,0,0,,,
Henry Cuellar,HenryCuellar17,"Cali, Colombia",,4,20,55,Wed Oct 25 00:11:14 +0000 2017,House of Representatives,"Cuellar, Henry",,0,10,,"Cali, Colombia","Me gusta leer mucho, y bailar salsa, escuchar musica romantica, soy ermitaño"
cuellar henry,henpocu,,,5,6,4,Sun Feb 19 06:14:46 +0000 2012,House of Representatives,"Cuellar, Henry",,0,0,,,
Henry Gaston Cuellar,GastonCuellar12,,,111,363,1462,Fri Aug 23 23:47:22 +0000 2013,House of Representatives,"Cuellar, Henry",,1,11,,,Alentando al ciclón desde la cuna hasta el cajón:  La locura es un placer que solo un loco conoce
henry cuellar macias,cuellar_macias,,,8,56,1,Wed Jul 08 00:00:51 +0000 2015,House of Representatives,"Cuellar, Henry",,0,0,,,
Henry Cuellar Jr,atx_Deacon,Houston TX,http://t.co/1JqpRYZbyM,82,110,151,Mon Dec 03 15:59:23 +0000 2012,House of Representatives,"Cuellar, Henry",,0,63,,Houston TX,"I am studying, aspiring to be a Roman Catholic Priest."
Henry Cuellar,HenryCuellar20,,,0,92,2,Wed Nov 01 00:43:02 +0000 2017,House of Representatives,"Cuellar, Henry",,0,0,,,
Hen,HenryCuellar93,"Houston, Texas",,1341,669,55167,Fri Dec 30 19:04:47 +0000 2011,House of Representatives,"Cuellar, Henry",,8,18382,,"Houston, Texas",🚑🚒 RIP Josue Barcenas G.F.M.D. IG: henry93_ Snapchat: henrycuellar
Henry Cuellar Vargas,henry_cuellar,,,9,5,2,Thu Mar 10 16:22:09 +0000 2011,House of Representatives,"Cuellar, Henry",,0,1,,,
Henry Cuellar,HenryCuellar15,,,1,0,0,Wed Jul 26 09:20:32 +0000 2017,House of Representatives,"Cuellar, Henry",,0,0,,,
Henry Cuellar,HenryCuellar19,,,0,21,0,Sat Oct 07 14:12:17 +0000 2017,House of Representatives,"Cuellar, Henry",,0,0,,,
Henry Gaston Cuellar,HenryCuellar97,,,0,0,0,Fri Aug 23 23:33:31 +0000 2013,House of Representatives,"Cuellar, Henry",,0,0,,,
Henry Cuellar,HenryCuellar8,,,1,12,0,Sun Jan 10 19:45:11 +0000 2016,House of Representatives,"Cuellar, Henry",,0,0,,,
Rep. Gene Green,RepGeneGreen,"Houston, TX",https://t.co/VaTki2eOYe,17068,597,2120,Fri Feb 05 16:37:13 +0000 2010,House of Representatives,"Green, Gene",,857,799,,"Houston, TX",Proudly serving the 29th Congressional District of Texas | Ranking Member of @EnergyCommerce Subcommittee on Health | Proud @UHouston Alum
U.S. Rep. Gene Green,GeneGreen29,"Houston, TX",https://t.co/QSZ9vhrtmt,496,161,286,Sun Dec 20 21:12:09 +0000 2015,House of Representatives,"Green, Gene",,34,80,,"Houston, TX","Proud Texan, father, husband, grandfather, lawmaker and public servant - represent District 29 in US House. My Tweets signed GG. #VoteforGene #TX29"
Gene Birk,GeneBirk_WBKO,,,2508,473,3764,Fri Dec 21 01:40:20 +0000 2012,House of Representatives,"Green, Gene",,31,461,,,"5, 6 & 10 Anchor at WBKO-TV in Bowling Green,KY."
Gene Green,GeneGreen51,,,1067,1313,1223,Fri Dec 12 22:56:01 +0000 2014,House of Representatives,"Green, Gene",,21,2426,,,"Mastering The Art of The Word, The Sound and The Vision"
Gene Dutzy Jr.,BuyDirectGreen,USA,http://t.co/Nz9fFAFdhx,1166,1829,1593,Sat Apr 18 07:15:14 +0000 2009,House of Representatives,"Green, Gene",,36,0,,USA,Buy Green and Earth Friendly Factory Direct and Save!
Green the Gene,greenthegene,Global,http://t.co/C0ynJvc2zi,714,260,1257,Fri Sep 23 13:17:51 +0000 2011,House of Representatives,"Green, Gene",,18,114,,Global,A global children and youth run movement for grassroots environmental action.
The Green Gene,TheGreenGene,,http://t.co/4oDN8bAFyJ,782,1005,18,Tue May 19 16:33:16 +0000 2009,House of Representatives,"Green, Gene",,40,0,,,Our genes define who we become. What color are you?
The Green Gene,The_GreenGene,,,343,499,448,Fri Jan 14 13:12:36 +0000 2011,House of Representatives,"Green, Gene",,13,0,,,creating awareness about the current climate crisis.
Gene Shershen,GreenPlanetPro,"Ottawa, Ontario",http://t.co/TOwPSULHSQ,342,483,312,Wed Apr 21 09:22:04 +0000 2010,House of Representatives,"Green, Gene",,5,0,,"Ottawa, Ontario","Helping to save planet Earth, and profiting from my efforts so I can invest in other Green projects in the World."
Gene Farrell,DIYGoGreen,WV USA,,420,789,595,Mon Oct 11 04:36:25 +0000 2010,House of Representatives,"Green, Gene",,6,0,,WV USA,Eco-Friendly Ideas and DIY Projects
MisterGreenGenes,MisterGreenGene,"Las Vegas, NV",http://t.co/SK9s5Ki6wI,81,236,1097,Wed Jul 06 17:21:33 +0000 2011,House of Representatives,"Green, Gene",,1,2,,"Las Vegas, NV",Established back in 1979 as one of the finest Nutrient Centers in Las Vegas. Now we are online and staying true to our principals!
GreenBeatDaragh,GreenBeatDaragh,,https://t.co/r5hnfVYHlK,184,471,1012,Wed May 02 14:08:22 +0000 2012,House of Representatives,"Green, Gene",,3,1062,,,Author of 'Green Beat: The Forgotten Era of Irish Rock' -- Director: 'The Green Garden' short doc -- Buy more Gene Clark records -- Support your local team --
Mr. Green Genes,GreenGeneStocks,Location is Everything,http://t.co/CuKtp4KSPx,472,535,1,Thu Jun 02 00:45:43 +0000 2011,House of Representatives,"Green, Gene",,15,0,,Location is Everything,"I post my opinions only, and nothing more.  Always do your own due diligence."
Gene Rebeck,generebeck,Duluth/Minneapolis,http://t.co/XYUJxbGCV8,1535,397,3527,Thu May 14 12:53:27 +0000 2009,House of Representatives,"Green, Gene",,139,1724,,Duluth/Minneapolis,"Twin Cities Business magazine correspondent. Transport, Duluth, MFG, green energy, craft beer. RTs ≠ agreement (mostly)."
Gene Greenberg,GreenGeneBerg,,,18,91,41,Mon Mar 02 15:17:21 +0000 2009,House of Representatives,"Green, Gene",,0,34,,,
Gene,_GreenGene,"Philadelphia, PA",,846,757,17215,Wed Feb 16 15:53:47 +0000 2011,House of Representatives,"Green, Gene",,3,795,,"Philadelphia, PA","You reap what you sow, and they speaking reposessions. #FreeBuju #FreeVybz"
Gene Green,aberdonian,"Wheaton, Illinois USA",https://t.co/AGK4bL6oHw,199,152,333,Sat Dec 20 03:25:22 +0000 2008,House of Representatives,"Green, Gene",,0,262,,"Wheaton, Illinois USA","NT Prof, Wheaton College and Graduate School"
Gene Green,BringPeace,"Tacoma, WA",https://t.co/Xm4aVItGeV,319,591,1511,Sun Apr 05 05:23:55 +0000 2009,House of Representatives,"Green, Gene",,13,1315,,"Tacoma, WA","I'm a Peace activist in Pacific NW. I'm working to end violence against other people esp. war, rape, & physical, sexual & emotional abuse of Children & Women."
Green Gene,GreenGene77,Flyover Town USA.,https://t.co/eLPyHGAO9X,293,572,587,Thu Jan 12 13:36:15 +0000 2017,House of Representatives,"Green, Gene",,5,262,,Flyover Town USA.,Resistance fighter in a flyover state. Parental unit of intersectional youth. Genetic detective. Finder of the lost. Outspoken troublemaker.
Gene Barrett,Geno_Barrett,"Austin, TX",https://t.co/QZvOAz2Uf0,262,350,6032,Thu Jan 13 21:56:12 +0000 2011,House of Representatives,"Green, Gene",,12,567,,"Austin, TX",Go Mean Green
US Rep E.B.Johnson,RepEBJ,"Dallas, Texas",http://t.co/bIJXUYo21y,29998,2132,8011,Mon Jul 19 14:25:48 +0000 2010,House of Representatives,"Johnson, Eddie Bernice",,1061,1435,,"Dallas, Texas","Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress"
John Carter,JohnCarter,,http://t.co/mgiB56bNcT,14395,34,266,Wed Jun 01 23:55:02 +0000 2011,House of Representatives,"Carter, John",,143,0,,,"On Disney Blu-ray Combo Pack, Blu-ray 3D and DVD"
John F. Carter,johnfcarter,"Austin, Texas",http://t.co/aJQg3xTvRN,17973,532,5997,Thu Nov 06 16:16:27 +0000 2008,House of Representatives,"Carter, John",,395,461,,"Austin, Texas","INC 500 Entrepreneur (#21 in 2014). Author, Mastering the Trade. Options trader. Unschooler. Member: EO, YPO. Wondering if reality is only a Rorschach ink-blot."
John Carter WBTV,JohnCarterWBTV,"Charlotte, NC",https://t.co/hadpaF9Qgp,7851,1859,22997,Wed Mar 24 12:50:14 +0000 2010,House of Representatives,"Carter, John",,128,137,,"Charlotte, NC","I co-anchor WBTV News weekdays 4:30 to 7:00 AM...the noon show Tuesdays/Thursdays. Also a reader, runner, golfer, skier, and love the mountains and APP STATE!"
John Carter,JohnACarter14,"Dubai, United Arab Emirates",https://t.co/R2YHot7I09,21791,396,21152,Tue Mar 31 21:49:06 +0000 2009,House of Representatives,"Carter, John",,166,20,,"Dubai, United Arab Emirates","Fitness Enthusiast & Hotelier. Founder/CEO: https://t.co/hSw2DSAKJx. Travel Insider specializing in Marketing & Advertising (Hospitality, Tourism, Aviation)."
John C. Carter,JohnCCarter,Thorofare New Jersey USA,https://t.co/OlvEnrFoZS,451,484,933,Mon Mar 30 16:51:38 +0000 2009,House of Representatives,"Carter, John",,16,466,,Thorofare New Jersey USA,"John C. Carter, COO of @WyanokeGroup, is all about @GoHealo, SLACK Inc., AMS and @RRCWoodbury. Views are my own."
Carter,Dcarter_1,"Los Angeles, CA",https://t.co/PFkYwNEqN3,317,316,574,Sat Apr 05 20:53:17 +0000 2014,House of Representatives,"Carter, John",,0,923,,"Los Angeles, CA",Ig: Deandrey_Carter |St. John's University '20
Zachary L Carter,_ZachAttacks,"Tampa, FL",,7541,1111,17700,Tue Nov 13 02:23:28 +0000 2012,House of Representatives,"Carter, John",,120,14067,,"Tampa, FL",|John 3:16| University of Florida DE #CarterEra
Aaron Carter,CoachCarter44,,,1242,1102,25137,Wed Jun 08 23:39:40 +0000 2011,House of Representatives,"Carter, John",,3,12042,,,Christian. Husband. Father. Physical Education Teacher. Head Boys Basketball Coach at Carter High. John 16:33 #FightFor5
John Carter McKnight,john_carter,"Harrisburg, PA",,1122,533,12485,Thu Jan 31 02:05:27 +0000 2008,House of Representatives,"Carter, John",,61,6876,,"Harrisburg, PA","PhD/JD. Ass't Prof., Sociology of Emerging Technologies, Harrisburg University of Science & Technology. Big ol' geek."
John-Webb Carter,johnwebbcarter,"High Wycombe, England",,1004,1153,16135,Mon May 04 23:21:23 +0000 2009,House of Representatives,"Carter, John",,25,396,,"High Wycombe, England","Lover of theatre, food and photography. Sometimes Freelance for Aria Ents and Marketing at Wycombe Swan"
John F. Carter,johncarter64,Global,,70,62,212,Mon Aug 29 16:52:14 +0000 2011,House of Representatives,"Carter, John",,2,5,,Global,"Businessman, Author, Public Speaker : Carter Brothers Companies. #GFB"
JohnCarterFansUnite,JohnCarter2Fans,Worldwide,https://t.co/XQpBqatKOH,1235,1660,5662,Sun Apr 15 19:42:59 +0000 2012,House of Representatives,"Carter, John",,16,7057,,Worldwide,"John Carter Barsoomians United!  Formerly The Sequel Campaign! 
Join us on Facebook..."
John Carter,JCarterBoston,"Boston, MA",,198,304,73,Fri Aug 24 21:39:00 +0000 2012,House of Representatives,"Carter, John",,1,40,,"Boston, MA",
Dr. John Carter,DrJohnCart,British Columbia,,1550,1298,3856,Fri Nov 14 23:07:39 +0000 2014,House of Representatives,"Carter, John",,55,8030,,British Columbia,"#Psychologist, UBC Adj Prof. | my new novel about a psychologist, amnesia & chinese engineers out  http://t.co/DKllmyJVb8"
John Carter Wood,JohnCarterWood,Germany,http://t.co/byIORDKyE6,530,1039,9033,Tue Nov 22 20:13:25 +0000 2011,House of Representatives,"Carter, John",,24,2042,,Germany,"British historian: once American, now German. Author: The Most Remarkable Woman in England: Poison, Celebrity and the Trials of Beatrice Pace. And other stuff"
John of Jess,John_Carter_EU,,https://t.co/rQs1H7UN60,8678,2776,34317,Fri Oct 17 08:00:40 +0000 2014,House of Representatives,"Carter, John",,72,27823,,,"My one and only Love ♡♡ @JessicaDT09 ♡♡ Your Heart, My Heart, Beat as one Together."
John Carter,JohnCarterFilm,Jasoom & Barsoom,https://t.co/QcwCBlcFTs,1128,766,12088,Thu Feb 20 00:16:57 +0000 2014,House of Representatives,"Carter, John",,14,1670,,Jasoom & Barsoom,a celebration of 2012's #JohnCarter by @andrewstanton starring #TaylorKitsch @lynncollins7 @JamesPurefoy #JohnCarterLives #JohnCarterForever #BackToBarsoom
John Carter,JohnCarter86,USA,,1227,1853,148,Fri Nov 11 00:08:31 +0000 2011,House of Representatives,"Carter, John",,1,0,,USA,I'm John Carter.I'm a business owner.I work for myself and help other people have a better life.
John Carter,Carter_JP,New York City,https://t.co/Sp76knYEqw,310,551,298,Tue Aug 09 15:25:09 +0000 2011,House of Representatives,"Carter, John",,6,16,,New York City,"Professional troublemaker, amateur flack.  Sort of."
John Carter,BackToBarsoom,Jasoom,https://t.co/w2b31cSH,676,46,223,Thu Mar 15 18:46:46 +0000 2012,House of Representatives,"Carter, John",,10,156,,Jasoom,A group of fans dedicated to bringing John Carter back on the big screen.
John Carter,JohnCarter,,http://t.co/mgiB56bNcT,14395,34,266,Wed Jun 01 23:55:02 +0000 2011,House of Representatives,"Carter, John",,143,0,,,"On Disney Blu-ray Combo Pack, Blu-ray 3D and DVD"
John F. Carter,johnfcarter,"Austin, Texas",http://t.co/aJQg3xTvRN,17973,532,5997,Thu Nov 06 16:16:27 +0000 2008,House of Representatives,"Carter, John",,395,461,,"Austin, Texas","INC 500 Entrepreneur (#21 in 2014). Author, Mastering the Trade. Options trader. Unschooler. Member: EO, YPO. Wondering if reality is only a Rorschach ink-blot."
